iteration,prob_name,prim_res,dual_res,duality_gap,restart
15702,BOYD1,2.170e+05,7.857e+02,2.262e+11,0
15703,BOYD1,2.170e+05,8.136e+02,2.262e+11,0
15704,BOYD1,2.169e+05,7.856e+02,2.262e+11,0
15705,BOYD1,2.169e+05,8.135e+02,2.262e+11,0
15706,BOYD1,2.169e+05,7.855e+02,2.262e+11,0
15707,BOYD1,2.168e+05,8.134e+02,2.262e+11,0
15708,BOYD1,2.168e+05,7.854e+02,2.262e+11,0
15709,BOYD1,2.168e+05,8.133e+02,2.262e+11,0
15710,BOYD1,2.168e+05,7.854e+02,2.262e+11,0
15711,BOYD1,2.167e+05,8.132e+02,2.262e+11,0
15712,BOYD1,2.167e+05,7.853e+02,2.261e+11,0
15713,BOYD1,2.167e+05,8.131e+02,2.261e+11,0
15714,BOYD1,2.167e+05,7.852e+02,2.261e+11,0
15715,BOYD1,2.167e+05,8.130e+02,2.261e+11,0
15716,BOYD1,2.166e+05,7.851e+02,2.261e+11,0
15717,BOYD1,2.166e+05,8.129e+02,2.261e+11,0
15718,BOYD1,2.166e+05,7.850e+02,2.261e+11,0
15719,BOYD1,2.166e+05,8.128e+02,2.261e+11,0
15720,BOYD1,2.166e+05,7.849e+02,2.261e+11,0
15721,BOYD1,2.165e+05,8.128e+02,2.261e+11,0
15722,BOYD1,2.165e+05,7.849e+02,2.261e+11,0
15723,BOYD1,2.165e+05,8.127e+02,2.261e+11,0
15724,BOYD1,2.165e+05,7.848e+02,2.261e+11,0
15725,BOYD1,2.165e+05,8.126e+02,2.261e+11,0
15726,BOYD1,2.165e+05,7.847e+02,2.261e+11,0
15727,BOYD1,2.164e+05,8.125e+02,2.261e+11,0
15728,BOYD1,2.164e+05,7.846e+02,2.260e+11,0
15729,BOYD1,2.164e+05,8.124e+02,2.260e+11,0
15730,BOYD1,2.164e+05,7.845e+02,2.260e+11,0
15731,BOYD1,2.164e+05,8.123e+02,2.260e+11,0
15732,BOYD1,2.164e+05,7.844e+02,2.260e+11,0
15733,BOYD1,2.164e+05,8.122e+02,2.260e+11,0
15734,BOYD1,2.163e+05,7.844e+02,2.260e+11,0
15735,BOYD1,2.163e+05,8.121e+02,2.260e+11,0
15736,BOYD1,2.163e+05,7.843e+02,2.260e+11,0
15737,BOYD1,2.163e+05,8.121e+02,2.260e+11,0
15738,BOYD1,2.163e+05,7.842e+02,2.260e+11,0
15739,BOYD1,2.163e+05,8.120e+02,2.260e+11,0
15740,BOYD1,2.163e+05,7.841e+02,2.260e+11,0
15741,BOYD1,2.163e+05,8.119e+02,2.260e+11,0
15742,BOYD1,2.163e+05,7.840e+02,2.260e+11,0
15743,BOYD1,2.162e+05,8.118e+02,2.259e+11,0
15744,BOYD1,2.162e+05,7.839e+02,2.259e+11,0
15745,BOYD1,2.162e+05,8.117e+02,2.259e+11,0
15746,BOYD1,2.162e+05,7.839e+02,2.259e+11,0
15747,BOYD1,2.162e+05,8.116e+02,2.259e+11,0
15748,BOYD1,2.162e+05,7.838e+02,2.259e+11,0
15749,BOYD1,2.162e+05,8.115e+02,2.259e+11,0
15750,BOYD1,2.162e+05,7.837e+02,2.259e+11,0
15751,BOYD1,2.162e+05,8.114e+02,2.259e+11,0
15752,BOYD1,2.162e+05,7.836e+02,2.259e+11,0
15753,BOYD1,2.162e+05,8.113e+02,2.259e+11,0
15754,BOYD1,2.162e+05,7.835e+02,2.259e+11,0
15755,BOYD1,2.162e+05,8.113e+02,2.259e+11,0
15756,BOYD1,2.162e+05,7.834e+02,2.259e+11,0
15757,BOYD1,2.162e+05,8.112e+02,2.259e+11,0
15758,BOYD1,2.162e+05,7.834e+02,2.259e+11,0
15759,BOYD1,2.162e+05,8.111e+02,2.258e+11,0
15760,BOYD1,2.162e+05,7.833e+02,2.258e+11,0
15761,BOYD1,2.162e+05,8.110e+02,2.258e+11,0
15762,BOYD1,2.162e+05,7.832e+02,2.258e+11,0
15763,BOYD1,2.162e+05,8.109e+02,2.258e+11,0
15764,BOYD1,2.162e+05,7.831e+02,2.258e+11,0
15765,BOYD1,2.162e+05,8.108e+02,2.258e+11,0
15766,BOYD1,2.162e+05,7.830e+02,2.258e+11,0
15767,BOYD1,2.162e+05,8.107e+02,2.258e+11,0
15768,BOYD1,2.162e+05,7.829e+02,2.258e+11,0
15769,BOYD1,2.162e+05,8.106e+02,2.258e+11,0
15770,BOYD1,2.162e+05,7.829e+02,2.258e+11,0
15771,BOYD1,2.162e+05,8.106e+02,2.258e+11,0
15772,BOYD1,2.162e+05,7.828e+02,2.258e+11,0
15773,BOYD1,2.162e+05,8.105e+02,2.258e+11,0
15774,BOYD1,2.162e+05,7.827e+02,2.257e+11,0
15775,BOYD1,2.162e+05,8.104e+02,2.257e+11,0
15776,BOYD1,2.162e+05,7.826e+02,2.257e+11,0
15777,BOYD1,2.162e+05,8.103e+02,2.257e+11,0
15778,BOYD1,2.162e+05,7.825e+02,2.257e+11,0
15779,BOYD1,2.162e+05,8.102e+02,2.257e+11,0
15780,BOYD1,2.162e+05,7.824e+02,2.257e+11,0
15781,BOYD1,2.162e+05,8.101e+02,2.257e+11,0
15782,BOYD1,2.162e+05,7.824e+02,2.257e+11,0
15783,BOYD1,2.163e+05,8.100e+02,2.257e+11,0
15784,BOYD1,2.163e+05,7.823e+02,2.257e+11,0
15785,BOYD1,2.163e+05,8.099e+02,2.257e+11,0
15786,BOYD1,2.163e+05,7.822e+02,2.257e+11,0
15787,BOYD1,2.163e+05,8.099e+02,2.257e+11,0
15788,BOYD1,2.163e+05,7.821e+02,2.257e+11,0
15789,BOYD1,2.163e+05,8.098e+02,2.257e+11,0
15790,BOYD1,2.163e+05,7.820e+02,2.256e+11,0
15791,BOYD1,2.163e+05,8.097e+02,2.256e+11,0
15792,BOYD1,2.163e+05,7.820e+02,2.256e+11,0
15793,BOYD1,2.163e+05,8.096e+02,2.256e+11,0
15794,BOYD1,2.164e+05,7.819e+02,2.256e+11,0
15795,BOYD1,2.164e+05,8.095e+02,2.256e+11,0
15796,BOYD1,2.164e+05,7.818e+02,2.256e+11,0
15797,BOYD1,2.164e+05,8.094e+02,2.256e+11,0
15798,BOYD1,2.164e+05,7.817e+02,2.256e+11,0
15799,BOYD1,2.164e+05,8.093e+02,2.256e+11,0
15800,BOYD1,2.164e+05,7.816e+02,2.256e+11,0
15801,BOYD1,2.164e+05,8.092e+02,2.256e+11,0
15802,BOYD1,2.164e+05,7.815e+02,2.256e+11,0
15803,BOYD1,2.165e+05,8.092e+02,2.256e+11,0
15804,BOYD1,2.165e+05,7.815e+02,2.256e+11,0
15805,BOYD1,2.165e+05,8.091e+02,2.255e+11,0
15806,BOYD1,2.165e+05,7.814e+02,2.255e+11,0
15807,BOYD1,2.165e+05,8.090e+02,2.255e+11,0
15808,BOYD1,2.165e+05,7.813e+02,2.255e+11,0
15809,BOYD1,2.165e+05,8.089e+02,2.255e+11,0
15810,BOYD1,2.166e+05,7.812e+02,2.255e+11,0
15811,BOYD1,2.166e+05,8.088e+02,2.255e+11,0
15812,BOYD1,2.166e+05,7.811e+02,2.255e+11,0
15813,BOYD1,2.166e+05,8.087e+02,2.255e+11,0
15814,BOYD1,2.166e+05,7.810e+02,2.255e+11,0
15815,BOYD1,2.166e+05,8.086e+02,2.255e+11,0
15816,BOYD1,2.166e+05,7.810e+02,2.255e+11,0
15817,BOYD1,2.167e+05,8.085e+02,2.255e+11,0
15818,BOYD1,2.167e+05,7.809e+02,2.255e+11,0
15819,BOYD1,2.167e+05,8.085e+02,2.255e+11,0
15820,BOYD1,2.167e+05,7.808e+02,2.255e+11,0
15821,BOYD1,2.167e+05,8.084e+02,2.254e+11,0
15822,BOYD1,2.167e+05,7.807e+02,2.254e+11,0
15823,BOYD1,2.167e+05,8.083e+02,2.254e+11,0
15824,BOYD1,2.168e+05,7.806e+02,2.254e+11,0
15825,BOYD1,2.168e+05,8.082e+02,2.254e+11,0
15826,BOYD1,2.168e+05,7.805e+02,2.254e+11,0
15827,BOYD1,2.168e+05,8.081e+02,2.254e+11,0
15828,BOYD1,2.168e+05,7.805e+02,2.254e+11,0
15829,BOYD1,2.168e+05,8.080e+02,2.254e+11,0
15830,BOYD1,2.169e+05,7.804e+02,2.254e+11,0
15831,BOYD1,2.169e+05,8.079e+02,2.254e+11,0
15832,BOYD1,2.169e+05,7.803e+02,2.254e+11,0
15833,BOYD1,2.169e+05,8.078e+02,2.254e+11,0
15834,BOYD1,2.169e+05,7.802e+02,2.254e+11,0
15835,BOYD1,2.169e+05,8.078e+02,2.254e+11,0
15836,BOYD1,2.170e+05,7.801e+02,2.253e+11,0
15837,BOYD1,2.170e+05,8.077e+02,2.253e+11,0
15838,BOYD1,2.170e+05,7.800e+02,2.253e+11,0
15839,BOYD1,2.170e+05,8.076e+02,2.253e+11,0
15840,BOYD1,2.170e+05,7.800e+02,2.253e+11,0
15841,BOYD1,2.170e+05,8.075e+02,2.253e+11,0
15842,BOYD1,2.171e+05,7.799e+02,2.253e+11,0
15843,BOYD1,2.171e+05,8.074e+02,2.253e+11,0
15844,BOYD1,2.171e+05,7.798e+02,2.253e+11,0
15845,BOYD1,2.171e+05,8.073e+02,2.253e+11,0
15846,BOYD1,2.171e+05,7.797e+02,2.253e+11,0
15847,BOYD1,2.172e+05,8.072e+02,2.253e+11,0
15848,BOYD1,2.172e+05,7.796e+02,2.253e+11,0
15849,BOYD1,2.172e+05,8.071e+02,2.253e+11,0
15850,BOYD1,2.172e+05,7.796e+02,2.253e+11,0
15851,BOYD1,2.172e+05,8.071e+02,2.253e+11,0
15852,BOYD1,2.172e+05,7.795e+02,2.252e+11,0
15853,BOYD1,2.173e+05,8.070e+02,2.252e+11,0
15854,BOYD1,2.173e+05,7.794e+02,2.252e+11,0
15855,BOYD1,2.173e+05,8.069e+02,2.252e+11,0
15856,BOYD1,2.173e+05,7.793e+02,2.252e+11,0
15857,BOYD1,2.173e+05,8.068e+02,2.252e+11,0
15858,BOYD1,2.173e+05,7.792e+02,2.252e+11,0
15859,BOYD1,2.174e+05,8.067e+02,2.252e+11,0
15860,BOYD1,2.174e+05,7.791e+02,2.252e+11,0
15861,BOYD1,2.174e+05,8.066e+02,2.252e+11,0
15862,BOYD1,2.174e+05,7.791e+02,2.252e+11,0
15863,BOYD1,2.174e+05,8.065e+02,2.252e+11,0
15864,BOYD1,2.174e+05,7.790e+02,2.252e+11,0
15865,BOYD1,2.175e+05,8.065e+02,2.252e+11,0
15866,BOYD1,2.175e+05,7.789e+02,2.252e+11,0
15867,BOYD1,2.175e+05,8.064e+02,2.252e+11,0
15868,BOYD1,2.175e+05,7.788e+02,2.251e+11,0
15869,BOYD1,2.175e+05,8.063e+02,2.251e+11,0
15870,BOYD1,2.175e+05,7.787e+02,2.251e+11,0
15871,BOYD1,2.175e+05,8.062e+02,2.251e+11,0
15872,BOYD1,2.176e+05,7.786e+02,2.251e+11,0
15873,BOYD1,2.176e+05,8.061e+02,2.251e+11,0
15874,BOYD1,2.176e+05,7.786e+02,2.251e+11,0
15875,BOYD1,2.176e+05,8.060e+02,2.251e+11,0
15876,BOYD1,2.176e+05,7.785e+02,2.251e+11,0
15877,BOYD1,2.176e+05,8.059e+02,2.251e+11,0
15878,BOYD1,2.177e+05,7.784e+02,2.251e+11,0
15879,BOYD1,2.177e+05,8.058e+02,2.251e+11,0
15880,BOYD1,2.177e+05,7.783e+02,2.251e+11,0
15881,BOYD1,2.177e+05,8.058e+02,2.251e+11,0
15882,BOYD1,2.177e+05,7.782e+02,2.251e+11,0
15883,BOYD1,2.177e+05,8.057e+02,2.250e+11,0
15884,BOYD1,2.177e+05,7.781e+02,2.250e+11,0
15885,BOYD1,2.177e+05,8.056e+02,2.250e+11,0
15886,BOYD1,2.178e+05,7.781e+02,2.250e+11,0
15887,BOYD1,2.178e+05,8.055e+02,2.250e+11,0
15888,BOYD1,2.178e+05,7.780e+02,2.250e+11,0
15889,BOYD1,2.178e+05,8.054e+02,2.250e+11,0
15890,BOYD1,2.178e+05,7.779e+02,2.250e+11,0
15891,BOYD1,2.178e+05,8.053e+02,2.250e+11,0
15892,BOYD1,2.178e+05,7.778e+02,2.250e+11,0
15893,BOYD1,2.178e+05,8.052e+02,2.250e+11,0
15894,BOYD1,2.178e+05,7.777e+02,2.250e+11,0
15895,BOYD1,2.179e+05,8.052e+02,2.250e+11,0
15896,BOYD1,2.179e+05,7.777e+02,2.250e+11,0
15897,BOYD1,2.179e+05,8.051e+02,2.250e+11,0
15898,BOYD1,2.179e+05,7.776e+02,2.250e+11,0
15899,BOYD1,2.179e+05,8.050e+02,2.249e+11,0
15900,BOYD1,2.179e+05,7.775e+02,2.249e+11,0
15901,BOYD1,2.179e+05,8.049e+02,2.249e+11,0
15902,BOYD1,2.179e+05,7.774e+02,2.249e+11,0
15903,BOYD1,2.179e+05,8.048e+02,2.249e+11,0
15904,BOYD1,2.179e+05,7.773e+02,2.249e+11,0
15905,BOYD1,2.179e+05,8.047e+02,2.249e+11,0
15906,BOYD1,2.180e+05,7.772e+02,2.249e+11,0
15907,BOYD1,2.180e+05,8.046e+02,2.249e+11,0
15908,BOYD1,2.180e+05,7.772e+02,2.249e+11,0
15909,BOYD1,2.180e+05,8.046e+02,2.249e+11,0
15910,BOYD1,2.180e+05,7.771e+02,2.249e+11,0
15911,BOYD1,2.180e+05,8.045e+02,2.249e+11,0
15912,BOYD1,2.180e+05,7.770e+02,2.249e+11,0
15913,BOYD1,2.180e+05,8.044e+02,2.249e+11,0
15914,BOYD1,2.180e+05,7.769e+02,2.248e+11,0
15915,BOYD1,2.180e+05,8.043e+02,2.248e+11,0
15916,BOYD1,2.180e+05,7.768e+02,2.248e+11,0
15917,BOYD1,2.180e+05,8.042e+02,2.248e+11,0
15918,BOYD1,2.180e+05,7.768e+02,2.248e+11,0
15919,BOYD1,2.180e+05,8.041e+02,2.248e+11,0
15920,BOYD1,2.180e+05,7.767e+02,2.248e+11,0
15921,BOYD1,2.180e+05,8.040e+02,2.248e+11,0
15922,BOYD1,2.180e+05,7.766e+02,2.248e+11,0
15923,BOYD1,2.180e+05,8.039e+02,2.248e+11,0
15924,BOYD1,2.180e+05,7.765e+02,2.248e+11,0
15925,BOYD1,2.180e+05,8.039e+02,2.248e+11,0
15926,BOYD1,2.180e+05,7.764e+02,2.248e+11,0
15927,BOYD1,2.180e+05,8.038e+02,2.248e+11,0
15928,BOYD1,2.180e+05,7.763e+02,2.248e+11,0
15929,BOYD1,2.180e+05,8.037e+02,2.248e+11,0
15930,BOYD1,2.180e+05,7.763e+02,2.247e+11,0
15931,BOYD1,2.180e+05,8.036e+02,2.247e+11,0
15932,BOYD1,2.180e+05,7.762e+02,2.247e+11,0
15933,BOYD1,2.180e+05,8.035e+02,2.247e+11,0
15934,BOYD1,2.180e+05,7.761e+02,2.247e+11,0
15935,BOYD1,2.180e+05,8.034e+02,2.247e+11,0
15936,BOYD1,2.180e+05,7.760e+02,2.247e+11,0
15937,BOYD1,2.180e+05,8.033e+02,2.247e+11,0
15938,BOYD1,2.180e+05,7.759e+02,2.247e+11,0
15939,BOYD1,2.180e+05,8.033e+02,2.247e+11,0
15940,BOYD1,2.180e+05,7.759e+02,2.247e+11,0
15941,BOYD1,2.180e+05,8.032e+02,2.247e+11,0
15942,BOYD1,2.180e+05,7.758e+02,2.247e+11,0
15943,BOYD1,2.180e+05,8.031e+02,2.247e+11,0
15944,BOYD1,2.180e+05,7.757e+02,2.247e+11,0
15945,BOYD1,2.179e+05,8.030e+02,2.246e+11,0
15946,BOYD1,2.179e+05,7.756e+02,2.246e+11,0
15947,BOYD1,2.179e+05,8.029e+02,2.246e+11,0
15948,BOYD1,2.179e+05,7.755e+02,2.246e+11,0
15949,BOYD1,2.179e+05,8.028e+02,2.246e+11,0
15950,BOYD1,2.179e+05,7.754e+02,2.246e+11,0
15951,BOYD1,2.179e+05,8.027e+02,2.246e+11,0
15952,BOYD1,2.179e+05,7.754e+02,2.246e+11,0
15953,BOYD1,2.179e+05,8.027e+02,2.246e+11,0
15954,BOYD1,2.179e+05,7.753e+02,2.246e+11,0
15955,BOYD1,2.178e+05,8.026e+02,2.246e+11,0
15956,BOYD1,2.178e+05,7.752e+02,2.246e+11,0
15957,BOYD1,2.178e+05,8.025e+02,2.246e+11,0
15958,BOYD1,2.178e+05,7.751e+02,2.246e+11,0
15959,BOYD1,2.178e+05,8.024e+02,2.246e+11,0
15960,BOYD1,2.178e+05,7.750e+02,2.246e+11,0
15961,BOYD1,2.178e+05,8.023e+02,2.245e+11,0
15962,BOYD1,2.177e+05,7.750e+02,2.245e+11,0
15963,BOYD1,2.177e+05,8.022e+02,2.245e+11,0
15964,BOYD1,2.177e+05,7.749e+02,2.245e+11,0
15965,BOYD1,2.177e+05,8.021e+02,2.245e+11,0
15966,BOYD1,2.177e+05,7.748e+02,2.245e+11,0
15967,BOYD1,2.177e+05,8.021e+02,2.245e+11,0
15968,BOYD1,2.176e+05,7.747e+02,2.245e+11,0
15969,BOYD1,2.176e+05,8.020e+02,2.245e+11,0
15970,BOYD1,2.176e+05,7.746e+02,2.245e+11,0
15971,BOYD1,2.176e+05,8.019e+02,2.245e+11,0
15972,BOYD1,2.176e+05,7.745e+02,2.245e+11,0
15973,BOYD1,2.175e+05,8.018e+02,2.245e+11,0
15974,BOYD1,2.175e+05,7.745e+02,2.245e+11,0
15975,BOYD1,2.175e+05,8.017e+02,2.245e+11,0
15976,BOYD1,2.175e+05,7.744e+02,2.244e+11,0
15977,BOYD1,2.175e+05,8.016e+02,2.244e+11,0
15978,BOYD1,2.174e+05,7.743e+02,2.244e+11,0
15979,BOYD1,2.174e+05,8.015e+02,2.244e+11,0
15980,BOYD1,2.174e+05,7.742e+02,2.244e+11,0
15981,BOYD1,2.174e+05,8.015e+02,2.244e+11,0
15982,BOYD1,2.173e+05,7.741e+02,2.244e+11,0
15983,BOYD1,2.173e+05,8.014e+02,2.244e+11,0
15984,BOYD1,2.173e+05,7.741e+02,2.244e+11,0
15985,BOYD1,2.172e+05,8.013e+02,2.244e+11,0
15986,BOYD1,2.172e+05,7.740e+02,2.244e+11,0
15987,BOYD1,2.172e+05,8.012e+02,2.244e+11,0
15988,BOYD1,2.172e+05,7.739e+02,2.244e+11,0
15989,BOYD1,2.171e+05,8.011e+02,2.244e+11,0
15990,BOYD1,2.171e+05,7.738e+02,2.244e+11,0
15991,BOYD1,2.171e+05,8.010e+02,2.244e+11,0
15992,BOYD1,2.170e+05,7.737e+02,2.243e+11,0
15993,BOYD1,2.170e+05,8.009e+02,2.243e+11,0
15994,BOYD1,2.170e+05,7.737e+02,2.243e+11,0
15995,BOYD1,2.169e+05,8.009e+02,2.243e+11,0
15996,BOYD1,2.169e+05,7.736e+02,2.243e+11,0
15997,BOYD1,2.169e+05,8.008e+02,2.243e+11,0
15998,BOYD1,2.169e+05,7.735e+02,2.243e+11,0
15999,BOYD1,2.168e+05,8.007e+02,2.243e+11,0
16000,BOYD1,2.168e+05,7.734e+02,2.243e+11,0
16001,BOYD1,2.167e+05,8.006e+02,2.243e+11,0
16002,BOYD1,2.167e+05,7.733e+02,2.243e+11,0
16003,BOYD1,2.167e+05,8.005e+02,2.243e+11,0
16004,BOYD1,2.166e+05,7.732e+02,2.243e+11,0
16005,BOYD1,2.166e+05,8.004e+02,2.243e+11,0
16006,BOYD1,2.166e+05,7.732e+02,2.243e+11,0
16007,BOYD1,2.165e+05,8.003e+02,2.243e+11,0
16008,BOYD1,2.165e+05,7.731e+02,2.242e+11,0
16009,BOYD1,2.164e+05,8.003e+02,2.242e+11,0
16010,BOYD1,2.164e+05,7.730e+02,2.242e+11,0
16011,BOYD1,2.164e+05,8.002e+02,2.242e+11,0
16012,BOYD1,2.163e+05,7.729e+02,2.242e+11,0
16013,BOYD1,2.163e+05,8.001e+02,2.242e+11,0
16014,BOYD1,2.162e+05,7.728e+02,2.242e+11,0
16015,BOYD1,2.162e+05,8.000e+02,2.242e+11,0
16016,BOYD1,2.162e+05,7.728e+02,2.242e+11,0
16017,BOYD1,2.161e+05,7.999e+02,2.242e+11,0
16018,BOYD1,2.161e+05,7.727e+02,2.242e+11,0
16019,BOYD1,2.160e+05,7.998e+02,2.242e+11,0
16020,BOYD1,2.160e+05,7.726e+02,2.242e+11,0
16021,BOYD1,2.159e+05,7.997e+02,2.242e+11,0
16022,BOYD1,2.159e+05,7.725e+02,2.242e+11,0
16023,BOYD1,2.158e+05,7.997e+02,2.241e+11,0
16024,BOYD1,2.158e+05,7.724e+02,2.241e+11,0
16025,BOYD1,2.157e+05,7.996e+02,2.241e+11,0
16026,BOYD1,2.157e+05,7.724e+02,2.241e+11,0
16027,BOYD1,2.157e+05,7.995e+02,2.241e+11,0
16028,BOYD1,2.156e+05,7.723e+02,2.241e+11,0
16029,BOYD1,2.156e+05,7.994e+02,2.241e+11,0
16030,BOYD1,2.155e+05,7.722e+02,2.241e+11,0
16031,BOYD1,2.155e+05,7.993e+02,2.241e+11,0
16032,BOYD1,2.154e+05,7.721e+02,2.241e+11,0
16033,BOYD1,2.154e+05,7.992e+02,2.241e+11,0
16034,BOYD1,2.153e+05,7.720e+02,2.241e+11,0
16035,BOYD1,2.153e+05,7.991e+02,2.241e+11,0
16036,BOYD1,2.152e+05,7.720e+02,2.241e+11,0
16037,BOYD1,2.151e+05,7.991e+02,2.241e+11,0
16038,BOYD1,2.151e+05,7.719e+02,2.241e+11,0
16039,BOYD1,2.150e+05,7.990e+02,2.240e+11,0
16040,BOYD1,2.150e+05,7.719e+02,2.240e+11,0
16041,BOYD1,2.149e+05,7.989e+02,2.240e+11,0
16042,BOYD1,2.149e+05,7.720e+02,2.240e+11,0
16043,BOYD1,2.148e+05,7.988e+02,2.240e+11,0
16044,BOYD1,2.148e+05,7.720e+02,2.240e+11,0
16045,BOYD1,2.147e+05,7.987e+02,2.240e+11,0
16046,BOYD1,2.147e+05,7.720e+02,2.240e+11,0
16047,BOYD1,2.146e+05,7.986e+02,2.240e+11,0
16048,BOYD1,2.145e+05,7.720e+02,2.240e+11,0
16049,BOYD1,2.145e+05,7.986e+02,2.240e+11,0
16050,BOYD1,2.144e+05,7.720e+02,2.240e+11,0
16051,BOYD1,2.144e+05,7.985e+02,2.240e+11,0
16052,BOYD1,2.143e+05,7.720e+02,2.240e+11,0
16053,BOYD1,2.142e+05,7.984e+02,2.240e+11,0
16054,BOYD1,2.142e+05,7.720e+02,2.239e+11,0
16055,BOYD1,2.141e+05,7.983e+02,2.239e+11,0
16056,BOYD1,2.141e+05,7.720e+02,2.239e+11,0
16057,BOYD1,2.140e+05,7.982e+02,2.239e+11,0
16058,BOYD1,2.139e+05,7.721e+02,2.239e+11,0
16059,BOYD1,2.139e+05,7.981e+02,2.239e+11,0
16060,BOYD1,2.138e+05,7.721e+02,2.239e+11,0
16061,BOYD1,2.138e+05,7.980e+02,2.239e+11,0
16062,BOYD1,2.137e+05,7.721e+02,2.239e+11,0
16063,BOYD1,2.136e+05,7.980e+02,2.239e+11,0
16064,BOYD1,2.136e+05,7.721e+02,2.239e+11,0
16065,BOYD1,2.135e+05,7.979e+02,2.239e+11,0
16066,BOYD1,2.134e+05,7.721e+02,2.239e+11,0
16067,BOYD1,2.134e+05,7.978e+02,2.239e+11,0
16068,BOYD1,2.133e+05,7.721e+02,2.239e+11,0
16069,BOYD1,2.132e+05,7.977e+02,2.239e+11,0
16070,BOYD1,2.132e+05,7.721e+02,2.238e+11,0
16071,BOYD1,2.131e+05,7.976e+02,2.238e+11,0
16072,BOYD1,2.130e+05,7.721e+02,2.238e+11,0
16073,BOYD1,2.130e+05,7.975e+02,2.238e+11,0
16074,BOYD1,2.129e+05,7.722e+02,2.238e+11,0
16075,BOYD1,2.128e+05,7.974e+02,2.238e+11,0
16076,BOYD1,2.128e+05,7.722e+02,2.238e+11,0
16077,BOYD1,2.127e+05,7.974e+02,2.238e+11,0
16078,BOYD1,2.126e+05,7.722e+02,2.238e+11,0
16079,BOYD1,2.126e+05,7.973e+02,2.238e+11,0
16080,BOYD1,2.125e+05,7.722e+02,2.238e+11,0
16081,BOYD1,2.124e+05,7.972e+02,2.238e+11,0
16082,BOYD1,2.124e+05,7.722e+02,2.238e+11,0
16083,BOYD1,2.123e+05,7.971e+02,2.238e+11,0
16084,BOYD1,2.122e+05,7.722e+02,2.238e+11,0
16085,BOYD1,2.121e+05,7.970e+02,2.237e+11,0
16086,BOYD1,2.121e+05,7.722e+02,2.237e+11,0
16087,BOYD1,2.120e+05,7.969e+02,2.237e+11,0
16088,BOYD1,2.119e+05,7.723e+02,2.237e+11,0
16089,BOYD1,2.119e+05,7.969e+02,2.237e+11,0
16090,BOYD1,2.118e+05,7.723e+02,2.237e+11,0
16091,BOYD1,2.117e+05,7.968e+02,2.237e+11,0
16092,BOYD1,2.116e+05,7.723e+02,2.237e+11,0
16093,BOYD1,2.116e+05,7.967e+02,2.237e+11,0
16094,BOYD1,2.115e+05,7.723e+02,2.237e+11,0
16095,BOYD1,2.114e+05,7.966e+02,2.237e+11,0
16096,BOYD1,2.113e+05,7.723e+02,2.237e+11,0
16097,BOYD1,2.113e+05,7.965e+02,2.237e+11,0
16098,BOYD1,2.112e+05,7.723e+02,2.237e+11,0
16099,BOYD1,2.111e+05,7.964e+02,2.237e+11,0
16100,BOYD1,2.110e+05,7.723e+02,2.237e+11,0
16101,BOYD1,2.110e+05,7.963e+02,2.236e+11,0
16102,BOYD1,2.109e+05,7.723e+02,2.236e+11,0
16103,BOYD1,2.108e+05,7.963e+02,2.236e+11,0
16104,BOYD1,2.107e+05,7.724e+02,2.236e+11,0
16105,BOYD1,2.107e+05,7.962e+02,2.236e+11,0
16106,BOYD1,2.106e+05,7.724e+02,2.236e+11,0
16107,BOYD1,2.105e+05,7.961e+02,2.236e+11,0
16108,BOYD1,2.104e+05,7.724e+02,2.236e+11,0
16109,BOYD1,2.104e+05,7.960e+02,2.236e+11,0
16110,BOYD1,2.103e+05,7.724e+02,2.236e+11,0
16111,BOYD1,2.102e+05,7.959e+02,2.236e+11,0
16112,BOYD1,2.101e+05,7.724e+02,2.236e+11,0
16113,BOYD1,2.101e+05,7.958e+02,2.236e+11,0
16114,BOYD1,2.100e+05,7.724e+02,2.236e+11,0
16115,BOYD1,2.099e+05,7.957e+02,2.236e+11,0
16116,BOYD1,2.098e+05,7.724e+02,2.235e+11,0
16117,BOYD1,2.097e+05,7.957e+02,2.235e+11,0
16118,BOYD1,2.097e+05,7.724e+02,2.235e+11,0
16119,BOYD1,2.096e+05,7.956e+02,2.235e+11,0
16120,BOYD1,2.095e+05,7.725e+02,2.235e+11,0
16121,BOYD1,2.094e+05,7.955e+02,2.235e+11,0
16122,BOYD1,2.094e+05,7.725e+02,2.235e+11,0
16123,BOYD1,2.093e+05,7.954e+02,2.235e+11,0
16124,BOYD1,2.092e+05,7.725e+02,2.235e+11,0
16125,BOYD1,2.091e+05,7.953e+02,2.235e+11,0
16126,BOYD1,2.090e+05,7.725e+02,2.235e+11,0
16127,BOYD1,2.090e+05,7.952e+02,2.235e+11,0
16128,BOYD1,2.089e+05,7.725e+02,2.235e+11,0
16129,BOYD1,2.088e+05,7.952e+02,2.235e+11,0
16130,BOYD1,2.087e+05,7.725e+02,2.235e+11,0
16131,BOYD1,2.087e+05,7.951e+02,2.235e+11,0
16132,BOYD1,2.086e+05,7.725e+02,2.234e+11,0
16133,BOYD1,2.085e+05,7.950e+02,2.234e+11,0
16134,BOYD1,2.084e+05,7.726e+02,2.234e+11,0
16135,BOYD1,2.083e+05,7.949e+02,2.234e+11,0
16136,BOYD1,2.083e+05,7.726e+02,2.234e+11,0
16137,BOYD1,2.082e+05,7.948e+02,2.234e+11,0
